nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
125;C1712_01_073;1712;demonte;DE;demonte;G2-S1;G-S;G2;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S1;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
126;C1712_01_073;1712;demonte;DE;demonte;G2-S2;G-S;G2;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
127;C1712_01_073;1712;demonte;DE;demonte;G2-S3;G-S;G2;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S3;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
128;C1712_01_073;1712;demonte;DE;demonte;S1-S2;S-S;S1;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
129;C1712_01_073;1712;demonte;DE;demonte;S1-S3;S-S;S1;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S3;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
130;C1712_01_073;1712;demonte;DE;demonte;S2-S3;S-S;S2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S3;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
131;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G1-G2;G-G;G1;358 Tognasco G. (NS/LU);358;tognasco;gerolamo;NS;LU;G2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
132;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G1-S1;G-S;G1;358 Tognasco G. (NS/LU);358;tognasco;gerolamo;NS;LU;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
133;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G1-S2;G-S;G1;358 Tognasco G. (NS/LU);358;tognasco;gerolamo;NS;LU;S2;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI
134;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G1-S3;G-S;G1;358 Tognasco G. (NS/LU);358;tognasco;gerolamo;NS;LU;S3;115 Costanzo B. (IMP/MI);115;costanzo;bartolomeo;IMP;MI
135;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G2-S1;G-S;G2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
136;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G2-S2;G-S;G2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S2;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI
137;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;G2-S3;G-S;G2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S3;115 Costanzo B. (IMP/MI);115;costanzo;bartolomeo;IMP;MI
138;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;S1-S2;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S2;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI
139;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;S1-S3;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S3;115 Costanzo B. (IMP/MI);115;costanzo;bartolomeo;IMP;MI
140;C1712_01_076;1712;alessadria;AL;alessandria fortificazioni;S2-S3;S-S;S2;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S3;115 Costanzo B. (IMP/MI);115;costanzo;bartolomeo;IMP;MI
141;C1712_01_082;1712;torino;TO;torino palazzo reale;G1-G2;G-G;G1;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
142;C1712_01_082;1712;torino;TO;torino palazzo reale;G1-S1;G-S;G1;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
143;C1712_01_082;1712;torino;TO;torino palazzo reale;G2-S1;G-S;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S1;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
144;C1712_01_085;1712;torino;TO;torino cittadella;G1-G2;G-G;G1;385 Vitale P. (silaro/altro);385;vitale;pietro;silaro;altro;G2;134 Ferraris B. (NS/NS);134;ferraris;bartolomeo;NS;NS
145;C1712_01_085;1712;torino;TO;torino cittadella;G1-S1;G-S;G1;385 Vitale P. (silaro/altro);385;vitale;pietro;silaro;altro;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
146;C1712_01_085;1712;torino;TO;torino cittadella;G1-S2;G-S;G1;385 Vitale P. (silaro/altro);385;vitale;pietro;silaro;altro;S2;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU
147;C1712_01_085;1712;torino;TO;torino cittadella;G2-S1;G-S;G2;134 Ferraris B. (NS/NS);134;ferraris;bartolomeo;NS;NS;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
148;C1712_01_085;1712;torino;TO;torino cittadella;G2-S2;G-S;G2;134 Ferraris B. (NS/NS);134;ferraris;bartolomeo;NS;NS;S2;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU
149;C1712_01_085;1712;torino;TO;torino cittadella;S1-S2;S-S;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU;S2;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU
150;C1712_01_091;1712;casale;CA;casale fiume po;G1-G2;G-G;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI
151;C1712_01_091;1712;casale;CA;casale fiume po;G1-S1;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
152;C1712_01_091;1712;casale;CA;casale fiume po;G1-S2;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
153;C1712_01_091;1712;casale;CA;casale fiume po;G1-S3;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
154;C1712_01_091;1712;casale;CA;casale fiume po;G1-S4;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI
155;C1712_01_091;1712;casale;CA;casale fiume po;G1-S5;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
156;C1712_01_091;1712;casale;CA;casale fiume po;G1-S6;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
157;C1712_01_091;1712;casale;CA;casale fiume po;G2-S1;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
158;C1712_01_091;1712;casale;CA;casale fiume po;G2-S2;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
159;C1712_01_091;1712;casale;CA;casale fiume po;G2-S3;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
160;C1712_01_091;1712;casale;CA;casale fiume po;G2-S4;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI
161;C1712_01_091;1712;casale;CA;casale fiume po;G2-S5;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
162;C1712_01_091;1712;casale;CA;casale fiume po;G2-S6;G-S;G2;282 Pistone G. (IMP/BI);282;pistone;giulio;IMP;BI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
163;C1712_01_091;1712;casale;CA;casale fiume po;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
164;C1712_01_091;1712;casale;CA;casale fiume po;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
165;C1712_01_091;1712;casale;CA;casale fiume po;S1-S4;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI
166;C1712_01_091;1712;casale;CA;casale fiume po;S1-S5;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
167;C1712_01_091;1712;casale;CA;casale fiume po;S1-S6;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
168;C1712_01_091;1712;casale;CA;casale fiume po;S2-S3;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI
169;C1712_01_091;1712;casale;CA;casale fiume po;S2-S4;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI
170;C1712_01_091;1712;casale;CA;casale fiume po;S2-S5;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
171;C1712_01_091;1712;casale;CA;casale fiume po;S2-S6;S-S;S2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
172;C1712_01_091;1712;casale;CA;casale fiume po;S3-S4;S-S;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI
173;C1712_01_091;1712;casale;CA;casale fiume po;S3-S5;S-S;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
174;C1712_01_091;1712;casale;CA;casale fiume po;S3-S6;S-S;S3;292 Rechettino A. (CM/MI);292;rechettino;antonio;CM;MI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
175;C1712_01_091;1712;casale;CA;casale fiume po;S4-S5;S-S;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI
176;C1712_01_091;1712;casale;CA;casale fiume po;S4-S6;S-S;S4;201 Maciotta G. (NS/BI);201;maciotta;giacinto;NS;BI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
177;C1712_01_091;1712;casale;CA;casale fiume po;S5-S6;S-S;S5;278 Pistone C. (NS/BI);278;pistone;carlo;NS;BI;S6;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
178;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G1-G2;G-G;G1;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;G2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
179;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G1-S1;G-S;G1;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
180;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G1-S2;G-S;G1;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;S2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI
181;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G1-S3;G-S;G1;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;S3;561 Boggio P. (IMP/MI);561;boggio;pietro1;IMP;MI
182;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G1-S4;G-S;G1;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
183;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G2-S1;G-S;G2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
184;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G2-S2;G-S;G2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI
185;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G2-S3;G-S;G2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S3;561 Boggio P. (IMP/MI);561;boggio;pietro1;IMP;MI
186;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;G2-S4;G-S;G2;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
187;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI
188;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;561 Boggio P. (IMP/MI);561;boggio;pietro1;IMP;MI
189;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S1-S4;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
190;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S2-S3;S-S;S2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI;S3;561 Boggio P. (IMP/MI);561;boggio;pietro1;IMP;MI
191;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S2-S4;S-S;S2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
192;C1712_01_095;1712;ivrea;IV;ivrea forte e castello;S3-S4;S-S;S3;561 Boggio P. (IMP/MI);561;boggio;pietro1;IMP;MI;S4;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
193;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G1-G2;G-G;G1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;G2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
194;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G1-S1;G-S;G1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
195;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G1-S2;G-S;G1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
196;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G1-S3;G-S;G1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S3;313 Rochettino A. (NS/MI);313;rochettino;antonio;NS;MI
197;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G1-S4;G-S;G1;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S4;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
198;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G2-S1;G-S;G2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
199;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G2-S2;G-S;G2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
200;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G2-S3;G-S;G2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S3;313 Rochettino A. (NS/MI);313;rochettino;antonio;NS;MI
201;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;G2-S4;G-S;G2;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S4;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
202;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI
203;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S1-S3;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;313 Rochettino A. (NS/MI);313;rochettino;antonio;NS;MI
204;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S1-S4;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
205;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S2-S3;S-S;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S3;313 Rochettino A. (NS/MI);313;rochettino;antonio;NS;MI
206;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S2-S4;S-S;S2;302 Righino P. (IMP/MI);302;righino;paulo andrea;IMP;MI;S4;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
207;C1712_01_099;1712;mortara;MOR;mortara fortificazioni;S3-S4;S-S;S3;313 Rochettino A. (NS/MI);313;rochettino;antonio;NS;MI;S4;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
208;C1712_01_103;1712;torino;TO;torino cittadella;G1-G2;G-G;G1;25 Bello G. (NS/BI);25;bello;giulio;NS;BI;G2;141 Fornione Q. (NS/BI);141;fornione;quirico;NS;BI
209;C1712_01_103;1712;torino;TO;torino cittadella;G1-S1;G-S;G1;25 Bello G. (NS/BI);25;bello;giulio;NS;BI;S1;140 Fontana F. (IMP/MI);140;fontana;francesco;IMP;MI
210;C1712_01_103;1712;torino;TO;torino cittadella;G1-S2;G-S;G1;25 Bello G. (NS/BI);25;bello;giulio;NS;BI;S2;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
211;C1712_01_103;1712;torino;TO;torino cittadella;G1-S3;G-S;G1;25 Bello G. (NS/BI);25;bello;giulio;NS;BI;S3;211 Manfreddo G. (NS/BI);211;manfreddo;giacomo;NS;BI
212;C1712_01_103;1712;torino;TO;torino cittadella;G2-S1;G-S;G2;141 Fornione Q. (NS/BI);141;fornione;quirico;NS;BI;S1;140 Fontana F. (IMP/MI);140;fontana;francesco;IMP;MI
213;C1712_01_103;1712;torino;TO;torino cittadella;G2-S2;G-S;G2;141 Fornione Q. (NS/BI);141;fornione;quirico;NS;BI;S2;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
214;C1712_01_103;1712;torino;TO;torino cittadella;G2-S3;G-S;G2;141 Fornione Q. (NS/BI);141;fornione;quirico;NS;BI;S3;211 Manfreddo G. (NS/BI);211;manfreddo;giacomo;NS;BI
215;C1712_01_103;1712;torino;TO;torino cittadella;S1-S2;S-S;S1;140 Fontana F. (IMP/MI);140;fontana;francesco;IMP;MI;S2;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI
216;C1712_01_103;1712;torino;TO;torino cittadella;S1-S3;S-S;S1;140 Fontana F. (IMP/MI);140;fontana;francesco;IMP;MI;S3;211 Manfreddo G. (NS/BI);211;manfreddo;giacomo;NS;BI
217;C1712_01_103;1712;torino;TO;torino cittadella;S2-S3;S-S;S2;320 Rondoletto G. (IMP/BI);320;rondoletto;gio martino;IMP;BI;S3;211 Manfreddo G. (NS/BI);211;manfreddo;giacomo;NS;BI
218;C1712_01_107;1712;torino;TO;torino porta susina;G1-G2;G-G;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;G2;109 Coda G. (NS/TO C);109;coda;gaspare;NS;TO C
219;C1712_01_107;1712;torino;TO;torino porta susina;G1-S1;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S1;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI
220;C1712_01_107;1712;torino;TO;torino porta susina;G1-S2;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S2;105 Clerico G. (NS/BI);105;clerico;gio;NS;BI
221;C1712_01_107;1712;torino;TO;torino porta susina;G1-S3;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S3;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
222;C1712_01_107;1712;torino;TO;torino porta susina;G1-S4;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S4;176 Gillonio G. (IMP/BI);176;gillonio;giuseppe;IMP;BI
223;C1712_01_107;1712;torino;TO;torino porta susina;G2-S1;G-S;G2;109 Coda G. (NS/TO C);109;coda;gaspare;NS;TO C;S1;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI
224;C1712_01_107;1712;torino;TO;torino porta susina;G2-S2;G-S;G2;109 Coda G. (NS/TO C);109;coda;gaspare;NS;TO C;S2;105 Clerico G. (NS/BI);105;clerico;gio;NS;BI
225;C1712_01_107;1712;torino;TO;torino porta susina;G2-S3;G-S;G2;109 Coda G. (NS/TO C);109;coda;gaspare;NS;TO C;S3;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
226;C1712_01_107;1712;torino;TO;torino porta susina;G2-S4;G-S;G2;109 Coda G. (NS/TO C);109;coda;gaspare;NS;TO C;S4;176 Gillonio G. (IMP/BI);176;gillonio;giuseppe;IMP;BI
227;C1712_01_107;1712;torino;TO;torino porta susina;S1-S2;S-S;S1;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S2;105 Clerico G. (NS/BI);105;clerico;gio;NS;BI
228;C1712_01_107;1712;torino;TO;torino porta susina;S1-S3;S-S;S1;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S3;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
229;C1712_01_107;1712;torino;TO;torino porta susina;S1-S4;S-S;S1;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S4;176 Gillonio G. (IMP/BI);176;gillonio;giuseppe;IMP;BI
230;C1712_01_107;1712;torino;TO;torino porta susina;S2-S3;S-S;S2;105 Clerico G. (NS/BI);105;clerico;gio;NS;BI;S3;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
231;C1712_01_107;1712;torino;TO;torino porta susina;S2-S4;S-S;S2;105 Clerico G. (NS/BI);105;clerico;gio;NS;BI;S4;176 Gillonio G. (IMP/BI);176;gillonio;giuseppe;IMP;BI
232;C1712_01_107;1712;torino;TO;torino porta susina;S3-S4;S-S;S3;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI;S4;176 Gillonio G. (IMP/BI);176;gillonio;giuseppe;IMP;BI
233;C1712_01_112;1712;verrua;VERR;verrua e asti forte;G1-G2;G-G;G1;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
234;C1712_01_112;1712;verrua;VERR;verrua e asti forte;G1-S1;G-S;G1;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
235;C1712_01_112;1712;verrua;VERR;verrua e asti forte;G2-S1;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
236;C1712_01_115;1712;rivoli;RI;rivoli castello;G1-G2;G-G;G1;83 Candellero G. (NS/TO C);83;candellero;gio batta;NS;TO C;G2;33 Bellotto A. (NS/MI);33;bellotto;antonio;NS;MI
237;C1712_01_115;1712;rivoli;RI;rivoli castello;G1-S1;G-S;G1;83 Candellero G. (NS/TO C);83;candellero;gio batta;NS;TO C;S1;393 Zo G. (NS/BI);393;zo;giuseppe;NS;BI
238;C1712_01_115;1712;rivoli;RI;rivoli castello;G1-S2;G-S;G1;83 Candellero G. (NS/TO C);83;candellero;gio batta;NS;TO C;S2;136 Fiorina G. (NS/BI);136;fiorina;gio pietro;NS;BI
239;C1712_01_115;1712;rivoli;RI;rivoli castello;G1-S3;G-S;G1;83 Candellero G. (NS/TO C);83;candellero;gio batta;NS;TO C;S3;24 Bello G. (NS/MI);24;bello;giacomo2;NS;MI
240;C1712_01_115;1712;rivoli;RI;rivoli castello;G2-S1;G-S;G2;33 Bellotto A. (NS/MI);33;bellotto;antonio;NS;MI;S1;393 Zo G. (NS/BI);393;zo;giuseppe;NS;BI
241;C1712_01_115;1712;rivoli;RI;rivoli castello;G2-S2;G-S;G2;33 Bellotto A. (NS/MI);33;bellotto;antonio;NS;MI;S2;136 Fiorina G. (NS/BI);136;fiorina;gio pietro;NS;BI
242;C1712_01_115;1712;rivoli;RI;rivoli castello;G2-S3;G-S;G2;33 Bellotto A. (NS/MI);33;bellotto;antonio;NS;MI;S3;24 Bello G. (NS/MI);24;bello;giacomo2;NS;MI
243;C1712_01_115;1712;rivoli;RI;rivoli castello;S1-S2;S-S;S1;393 Zo G. (NS/BI);393;zo;giuseppe;NS;BI;S2;136 Fiorina G. (NS/BI);136;fiorina;gio pietro;NS;BI
244;C1712_01_115;1712;rivoli;RI;rivoli castello;S1-S3;S-S;S1;393 Zo G. (NS/BI);393;zo;giuseppe;NS;BI;S3;24 Bello G. (NS/MI);24;bello;giacomo2;NS;MI
245;C1712_01_115;1712;rivoli;RI;rivoli castello;S2-S3;S-S;S2;136 Fiorina G. (NS/BI);136;fiorina;gio pietro;NS;BI;S3;24 Bello G. (NS/MI);24;bello;giacomo2;NS;MI
