nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
1;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G1-G2;G-G;G1;243 Origone A. (NS/MI);243;origone;antonio maria;NS;MI;G2;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI
2;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G1-S1;G-S;G1;243 Origone A. (NS/MI);243;origone;antonio maria;NS;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
3;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G1-S2;G-S;G1;243 Origone A. (NS/MI);243;origone;antonio maria;NS;MI;S2;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI
4;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G1-S3;G-S;G1;243 Origone A. (NS/MI);243;origone;antonio maria;NS;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
5;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G1-S4;G-S;G1;243 Origone A. (NS/MI);243;origone;antonio maria;NS;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
6;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G2-S1;G-S;G2;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
7;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G2-S2;G-S;G2;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S2;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI
8;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G2-S3;G-S;G2;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
9;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;G2-S4;G-S;G2;384 Violino P. (fondichiere/MI);384;violino;pietro giacomo;fondichiere;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
10;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI
11;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
12;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
13;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S2-S3;S-S;S2;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
14;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S2-S4;S-S;S2;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
15;C1711_01_001;1711;brunetta e demonte;BRDE;brunetta e demonte;S3-S4;S-S;S3;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S4;187 Groppi C. (CM_M/MI);187;groppi;carlo;CM_M;MI
16;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S1-S2;S-S;S1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
17;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S1-S3;S-S;S1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S3;20 Baietto D. (M/TO);20;baietto;domenico;M;TO
18;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S1-S4;S-S;S1;40 Bertinello P. (IMP/MI);40;bertinello;pietro;IMP;MI;S4;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
19;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S2-S3;S-S;S2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S3;20 Baietto D. (M/TO);20;baietto;domenico;M;TO
20;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S2-S4;S-S;S2;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S4;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
21;C1711_01_008;1711;valenza e alessandria;VALAL;valenza e alessandria;S3-S4;S-S;S3;20 Baietto D. (M/TO);20;baietto;domenico;M;TO;S4;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
22;C1711_01_012;1711;ponti;BA;piemonte ponti;G1-G2;G-G;G1;249 Paron F. (NS/TO);249;paron;francesco;NS;TO;G2;383 Vietto A. (NS/NS);383;vietto;antonio;NS;NS
23;C1711_01_012;1711;ponti;BA;piemonte ponti;G1-S1;G-S;G1;249 Paron F. (NS/TO);249;paron;francesco;NS;TO;S1;250 Parone C. (NS/NS);250;parone;carlo;NS;NS
24;C1711_01_012;1711;ponti;BA;piemonte ponti;G2-S1;G-S;G2;383 Vietto A. (NS/NS);383;vietto;antonio;NS;NS;S1;250 Parone C. (NS/NS);250;parone;carlo;NS;NS
25;C1711_01_014;1711;torino;TO;torino cittadella;G1-G2;G-G;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI
26;C1711_01_014;1711;torino;TO;torino cittadella;G1-S1;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI
27;C1711_01_014;1711;torino;TO;torino cittadella;G1-S2;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
28;C1711_01_014;1711;torino;TO;torino cittadella;G1-S3;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
29;C1711_01_014;1711;torino;TO;torino cittadella;G2-S1;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI
30;C1711_01_014;1711;torino;TO;torino cittadella;G2-S2;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
31;C1711_01_014;1711;torino;TO;torino cittadella;G2-S3;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
32;C1711_01_014;1711;torino;TO;torino cittadella;S1-S2;S-S;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
33;C1711_01_014;1711;torino;TO;torino cittadella;S1-S3;S-S;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
34;C1711_01_014;1711;torino;TO;torino cittadella;S2-S3;S-S;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
35;C1711_01_018;1711;torino;TO;torino palazzi reali;G1-G2;G-G;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI
36;C1711_01_018;1711;torino;TO;torino palazzi reali;G1-S1;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI
37;C1711_01_018;1711;torino;TO;torino palazzi reali;G1-S2;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
38;C1711_01_018;1711;torino;TO;torino palazzi reali;G1-S3;G-S;G1;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
39;C1711_01_018;1711;torino;TO;torino palazzi reali;G2-S1;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI
40;C1711_01_018;1711;torino;TO;torino palazzi reali;G2-S2;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
41;C1711_01_018;1711;torino;TO;torino palazzi reali;G2-S3;G-S;G2;175 Gillonio G. (IMP/BI);175;gillonio;gio pietro;IMP;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
42;C1711_01_018;1711;torino;TO;torino palazzi reali;S1-S2;S-S;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
43;C1711_01_018;1711;torino;TO;torino palazzi reali;S1-S3;S-S;S1;26 Bello L. (IMP/BI);26;bello;lorenzo;IMP;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
44;C1711_01_018;1711;torino;TO;torino palazzi reali;S2-S3;S-S;S2;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
45;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;G1-G2;G-G;G1;260 Persivale G. (NS/CN);260;persivale;giuseppe maria;NS;CN;G2;145 Furno G. (NS/TO C);145;furno;gio domenico;NS;TO C
46;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;G1-S1;G-S;G1;260 Persivale G. (NS/CN);260;persivale;giuseppe maria;NS;CN;S1;64 Bollino G. (M/MI);64;bollino;giuseppe;M;MI
47;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;G1-S2;G-S;G1;260 Persivale G. (NS/CN);260;persivale;giuseppe maria;NS;CN;S2;244 Pagano C. (M/MI);244;pagano;carlo;M;MI
48;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;G2-S1;G-S;G2;145 Furno G. (NS/TO C);145;furno;gio domenico;NS;TO C;S1;64 Bollino G. (M/MI);64;bollino;giuseppe;M;MI
49;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;G2-S2;G-S;G2;145 Furno G. (NS/TO C);145;furno;gio domenico;NS;TO C;S2;244 Pagano C. (M/MI);244;pagano;carlo;M;MI
50;C1711_01_029;1711;moncaglieri;MO;moncaglieri castello;S1-S2;S-S;S1;64 Bollino G. (M/MI);64;bollino;giuseppe;M;MI;S2;244 Pagano C. (M/MI);244;pagano;carlo;M;MI
51;C1711_01_033;1711;torino;TO;torino arsenale;S1-S2;S-S;S1;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU;S2;149 Gaja P. (M/BI);149;gaja;pietro;M;BI
52;C1711_01_033;1711;torino;TO;torino arsenale;S1-S3;S-S;S1;361 Toscanello F. (impresaro minatore/LU);361;toscanello;francesco;impresaro minatore;LU;S3;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI
53;C1711_01_033;1711;torino;TO;torino arsenale;S2-S3;S-S;S2;149 Gaja P. (M/BI);149;gaja;pietro;M;BI;S3;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI
54;C1711_01_038;1711;casale;CA;casale citta e castello;G1-G2;G-G;G1;146 Gaffino M. (NS/PI);146;gaffino;martino;NS;PI;G2;171 Gianone G. (NS/BI);171;gianone;gio batta;NS;BI
55;C1711_01_038;1711;casale;CA;casale citta e castello;G1-S1;G-S;G1;146 Gaffino M. (NS/PI);146;gaffino;martino;NS;PI;S1;368 Tua G. (M/BI);368;tua;gio batta;M;BI
56;C1711_01_038;1711;casale;CA;casale citta e castello;G1-S2;G-S;G1;146 Gaffino M. (NS/PI);146;gaffino;martino;NS;PI;S2;239 Negro B. (M/BI);239;negro;bartolomeo;M;BI
57;C1711_01_038;1711;casale;CA;casale citta e castello;G1-S3;G-S;G1;146 Gaffino M. (NS/PI);146;gaffino;martino;NS;PI;S3;85 Canova A. (M/BI);85;canova;antonio;M;BI
58;C1711_01_038;1711;casale;CA;casale citta e castello;G2-S1;G-S;G2;171 Gianone G. (NS/BI);171;gianone;gio batta;NS;BI;S1;368 Tua G. (M/BI);368;tua;gio batta;M;BI
59;C1711_01_038;1711;casale;CA;casale citta e castello;G2-S2;G-S;G2;171 Gianone G. (NS/BI);171;gianone;gio batta;NS;BI;S2;239 Negro B. (M/BI);239;negro;bartolomeo;M;BI
60;C1711_01_038;1711;casale;CA;casale citta e castello;G2-S3;G-S;G2;171 Gianone G. (NS/BI);171;gianone;gio batta;NS;BI;S3;85 Canova A. (M/BI);85;canova;antonio;M;BI
61;C1711_01_038;1711;casale;CA;casale citta e castello;S1-S2;S-S;S1;368 Tua G. (M/BI);368;tua;gio batta;M;BI;S2;239 Negro B. (M/BI);239;negro;bartolomeo;M;BI
62;C1711_01_038;1711;casale;CA;casale citta e castello;S1-S3;S-S;S1;368 Tua G. (M/BI);368;tua;gio batta;M;BI;S3;85 Canova A. (M/BI);85;canova;antonio;M;BI
63;C1711_01_038;1711;casale;CA;casale citta e castello;S2-S3;S-S;S2;239 Negro B. (M/BI);239;negro;bartolomeo;M;BI;S3;85 Canova A. (M/BI);85;canova;antonio;M;BI
64;C1711_01_047;1711;torino;TO;torino città e cittadella;G1-G2;G-G;G1;293 Reghino P. (fondichiere/MI);293;reghino;pietro maria;fondichiere;MI;G2;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI
65;C1711_01_047;1711;torino;TO;torino città e cittadella;G1-S1;G-S;G1;293 Reghino P. (fondichiere/MI);293;reghino;pietro maria;fondichiere;MI;S1;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI
66;C1711_01_047;1711;torino;TO;torino città e cittadella;G1-S2;G-S;G1;293 Reghino P. (fondichiere/MI);293;reghino;pietro maria;fondichiere;MI;S2;296 Riccio F. (M/TO C);296;riccio;francesco antonio;M;TO C
67;C1711_01_047;1711;torino;TO;torino città e cittadella;G2-S1;G-S;G2;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI;S1;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI
68;C1711_01_047;1711;torino;TO;torino città e cittadella;G2-S2;G-S;G2;369 Ugliengo C. (M_Min/BI);369;ugliengo;carlo maria;M_Min;BI;S2;296 Riccio F. (M/TO C);296;riccio;francesco antonio;M;TO C
69;C1711_01_047;1711;torino;TO;torino città e cittadella;S1-S2;S-S;S1;224 Menafoglio A. (M_M/MI);224;menafoglio;andrea;M_M;MI;S2;296 Riccio F. (M/TO C);296;riccio;francesco antonio;M;TO C
70;C1711_01_054;1711;brunetta;BR;brunetta;S1-S2;S-S;S1;341 Sereno G. (IMP/Vsu);341;sereno;gioanni;IMP;Vsu;S2;21 Beletto L. (M/Vsu);21;beletto;lorenzo;M;Vsu
71;C1711_01_057;1711;brunetta;BR;brunetta;G1-G2;G-G;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;G2;185 Grecca G. (negoziante/NS);185;grecca;gio antonio;negoziante;NS
72;C1711_01_057;1711;brunetta;BR;brunetta;G1-S1;G-S;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
73;C1711_01_057;1711;brunetta;BR;brunetta;G2-S1;G-S;G2;185 Grecca G. (negoziante/NS);185;grecca;gio antonio;negoziante;NS;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
74;C1711_01_065;1711;dora;DORA;dora ponte;G1-S1;G-S;G1;328 Salazza B. (NS/NS);328;salazza;bartolomeo;NS;NS;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI
75;C1711_01_065;1711;dora;DORA;dora ponte;G1-S2;G-S;G1;328 Salazza B. (NS/NS);328;salazza;bartolomeo;NS;NS;S2;238 Mosso G. (CM_B/BI);238;mosso;giuseppe;CM_B;BI
76;C1711_01_065;1711;dora;DORA;dora ponte;S1-S2;S-S;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S2;238 Mosso G. (CM_B/BI);238;mosso;giuseppe;CM_B;BI
77;C1711_01_066;1711;torino;TO;torino cittadella;S1-S2;S-S;S1;247 Paneaglio S. (NS/TO C);247;paneaglio;spirito giuseppe;NS;TO C;S2;305 Riva M. (NS/TO);305;riva;michele antonio;NS;TO
78;C1712_01_061;1712;brunetta;BR;brunetta;G1-G2;G-G;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI
79;C1712_01_061;1712;brunetta;BR;brunetta;G1-S1;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
80;C1712_01_061;1712;brunetta;BR;brunetta;G1-S2;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO
81;C1712_01_061;1712;brunetta;BR;brunetta;G1-S3;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
82;C1712_01_061;1712;brunetta;BR;brunetta;G1-S4;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
83;C1712_01_061;1712;brunetta;BR;brunetta;G1-S5;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
84;C1712_01_061;1712;brunetta;BR;brunetta;G1-S6;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
85;C1712_01_061;1712;brunetta;BR;brunetta;G1-S7;G-S;G1;362 Toscasco C. (CM/LU);362;toscasco;christofaro;CM;LU;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
86;C1712_01_061;1712;brunetta;BR;brunetta;G2-S1;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
87;C1712_01_061;1712;brunetta;BR;brunetta;G2-S2;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO
88;C1712_01_061;1712;brunetta;BR;brunetta;G2-S3;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
89;C1712_01_061;1712;brunetta;BR;brunetta;G2-S4;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
90;C1712_01_061;1712;brunetta;BR;brunetta;G2-S5;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
91;C1712_01_061;1712;brunetta;BR;brunetta;G2-S6;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
92;C1712_01_061;1712;brunetta;BR;brunetta;G2-S7;G-S;G2;120 Cucco P. (NS/BI);120;cucco;pietro;NS;BI;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
93;C1712_01_061;1712;brunetta;BR;brunetta;S1-S2;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO
94;C1712_01_061;1712;brunetta;BR;brunetta;S1-S3;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
95;C1712_01_061;1712;brunetta;BR;brunetta;S1-S4;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
96;C1712_01_061;1712;brunetta;BR;brunetta;S1-S5;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
97;C1712_01_061;1712;brunetta;BR;brunetta;S1-S6;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
98;C1712_01_061;1712;brunetta;BR;brunetta;S1-S7;S-S;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
99;C1712_01_061;1712;brunetta;BR;brunetta;S2-S3;S-S;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL
100;C1712_01_061;1712;brunetta;BR;brunetta;S2-S4;S-S;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
101;C1712_01_061;1712;brunetta;BR;brunetta;S2-S5;S-S;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
102;C1712_01_061;1712;brunetta;BR;brunetta;S2-S6;S-S;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
103;C1712_01_061;1712;brunetta;BR;brunetta;S2-S7;S-S;S2;16 Baietto G. (M/TO);16;baietto;gio francesco;M;TO;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
104;C1712_01_061;1712;brunetta;BR;brunetta;S3-S4;S-S;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL
105;C1712_01_061;1712;brunetta;BR;brunetta;S3-S5;S-S;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
106;C1712_01_061;1712;brunetta;BR;brunetta;S3-S6;S-S;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
107;C1712_01_061;1712;brunetta;BR;brunetta;S3-S7;S-S;S3;374 Vanera M. (IMP/VL);374;vanera;michele;IMP;VL;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
108;C1712_01_061;1712;brunetta;BR;brunetta;S4-S5;S-S;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
109;C1712_01_061;1712;brunetta;BR;brunetta;S4-S6;S-S;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
110;C1712_01_061;1712;brunetta;BR;brunetta;S4-S7;S-S;S4;373 Vanera G. (IMP/VL);373;vanera;giulio;IMP;VL;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
111;C1712_01_061;1712;brunetta;BR;brunetta;S5-S6;S-S;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
112;C1712_01_061;1712;brunetta;BR;brunetta;S5-S7;S-S;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
113;C1712_01_061;1712;brunetta;BR;brunetta;S6-S7;S-S;S6;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO;S7;3 [Vassi] A. (NS/BI);3;[vassi];antonio;NS;BI
114;C1712_01_067;1712;saorge;SAO;sargio [saorge] forte;G1-S1;G-S;G1;268 Piazzollo F. (NS/MI);268;piazzollo;francesco;NS;MI;S1;267 Pianarosa G. (NS/MI);267;pianarosa;guglielmo;NS;MI
115;C1712_01_071;1712;exilles;EX;exilles;G1-G2;G-G;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;G2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI
116;C1712_01_071;1712;exilles;EX;exilles;G1-S1;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
117;C1712_01_071;1712;exilles;EX;exilles;G1-S2;G-S;G1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
118;C1712_01_071;1712;exilles;EX;exilles;G2-S1;G-S;G2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
119;C1712_01_071;1712;exilles;EX;exilles;G2-S2;G-S;G2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI;S2;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
120;C1712_01_071;1712;exilles;EX;exilles;S1-S2;S-S;S1;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S2;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
121;C1712_01_073;1712;demonte;DE;demonte;G1-G2;G-G;G1;59 Bodoira G. (panattaro/NS);59;bodoira;gio domenico;panattaro;NS;G2;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
122;C1712_01_073;1712;demonte;DE;demonte;G1-S1;G-S;G1;59 Bodoira G. (panattaro/NS);59;bodoira;gio domenico;panattaro;NS;S1;159 Gallo G. (M/TO);159;gallo;gio francesco;M;TO
123;C1712_01_073;1712;demonte;DE;demonte;G1-S2;G-S;G1;59 Bodoira G. (panattaro/NS);59;bodoira;gio domenico;panattaro;NS;S2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
124;C1712_01_073;1712;demonte;DE;demonte;G1-S3;G-S;G1;59 Bodoira G. (panattaro/NS);59;bodoira;gio domenico;panattaro;NS;S3;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
